PROP_MAN 11.0
2017         0.000  14212800.000   1296000.000  M50 FT FPS SEC
 14565960.000    8088348.371544   16400333.939709   12664629.214562 -21146.399999   -115.749987  13636.208427  922015.1
 14566200.000    2779426.373403   15773203.557837   15432808.963736 -22822.820998  -5077.604777   9290.520470  922015.1
 14566440.000   -2732760.546871   13993126.202873   17069733.408836 -22830.266702  -9664.894264   4267.127988  922015.1
 14566680.000   -8045373.529760   11190837.954462   17456158.389922 -21170.140891 -13544.138897  -1066.471003  922015.1
 14566920.000  -12770448.780038    7571286.936465   16564113.818436 -17963.992500 -16433.924618  -6321.659786  922015.1
 14567160.000  -16562759.084706    3398763.029483   14458767.978354 -13444.410321 -18123.989746 -11115.372223  922015.1
 14567400.000  -19144744.995778   -1022060.776252   11293866.465661  -7939.534400 -18490.197655 -15096.895536  922015.1
 14567640.000  -20326911.739819   -5368097.909829    7300889.118926  -1850.888644 -17504.340984 -17973.242804  922015.1
 14567880.000  -20022155.559149   -9321421.762473    2772391.323746   4375.076297 -15237.655285 -19531.853960  922015.1
 14568120.000  -18252571.727126  -12592800.767180   -1959483.791483  10280.638082 -11856.593463 -19657.588416  922015.1
 14568360.000  -15147972.707722  -14943198.868893   -6547646.091849  15431.578025  -7610.347607 -18341.891833  922015.1
 14568600.000  -10936199.437415  -16201489.701328  -10655926.058358  19450.591642  -2811.935132 -15683.684214  922015.1
 14568840.000   -5925866.724168  -16276892.839892  -13984003.935887  22045.939811   2186.525015 -11880.611219  922015.1
 14569080.000    -483238.647019  -15165132.286552  -16289266.225396  23031.590404   7020.774121  -7212.648383  922015.1
 14569320.000    4994678.818892  -12948184.459617  -17404042.274699  22338.563867  11340.522902  -2020.488449  922015.1
 14569560.000   10108769.472395   -9787968.433005  -17247292.196524  20018.139741  14833.670644   3318.920464  922015.1
 14569800.000   14486278.474380   -5914581.780502  -15830200.451946  16237.383036  17247.373867   8418.375793  922015.1
 14570040.000   17807396.901486   -1609951.227157  -13255465.655135  11268.115201  18405.062819  12906.816611  922015.1
 14570280.000   19828457.631930    2812141.267814   -9710311.448175   5469.525605  18219.685320  16455.198068  922015.1
 14570520.000   20400113.418059    7028611.313260   -5453418.577996   -736.137964  16701.539192  18800.899688  922015.1
 14570760.000   19478976.427283   10730713.626580    -796408.985250  -6893.531497  13959.408236  19768.433742  922015.1
 14571000.000   17131498.028525   13647049.183997    3919023.736839 -12548.671695  10193.881477  19284.547077  922015.1
 14571240.000   13529358.989752   15563942.576681    8346597.876243 -17284.315162   5682.308987  17384.534332  922015.1
 14571480.000    8936695.157628   16341411.749832   12161361.911739 -20752.316356    757.376559  14209.687368  922015.1
 14571720.000    3690171.123107   15923354.462556   15083886.471852 -22700.072689  -4219.126973   9995.320477  922015.1
 14571960.000   -1826206.168533   14341250.381606   16900623.262518 -22987.710968  -8883.717515   5051.518601  922015.1
 14572200.000   -7209256.182004   11711381.603536   17479123.084834 -21596.006050 -12897.262026   -260.074385  922015.1
 14572440.000  -12065799.430075    8226144.554648   16777361.804498 -18626.993577 -15968.348798  -5552.058205  922015.1
 14572680.000  -16041010.266536    4140058.483744   14846632.372993 -14296.252055 -17873.677995 -10438.758965  922015.1
 14572920.000  -18843997.335712    -248528.909289   11827916.455339  -8918.095832 -18473.529341 -14562.807026  922015.1
 14573160.000  -20269128.567195   -4618899.854749    7941948.169402  -2884.549023 -17722.524634 -17621.125600  922015.1
 14573400.000  -20211473.544556   -8651322.722299    3473378.243499   3362.266415 -15674.536204 -19387.619185  922015.1
 14573640.000  -18674980.736653  -12050712.246361   -1250026.149452   9362.947293 -12479.844819 -19731.639089  922015.1
 14573880.000  -15772396.899793  -14568577.148129   -5881752.751661  14676.152627  -8374.021719 -18628.584758  922015.1
 14574120.000  -11716794.233987  -16021459.517425  -10082353.028871  18912.513246  -3659.870622 -16161.497422  922015.1
 14574360.000   -6805464.434361  -16304305.818794  -13544614.547201  21763.926782   1316.333191 -12514.065894  922015.1
 14574600.000   -1397608.226696  -15397733.484194  -16016026.730567  23025.510752   6191.441830  -7955.307324  922015.1
 14574840.000    4112171.517051  -13368873.791110  -17316802.401335  22608.521523  10611.954038  -2818.389734  922015.1
 14575080.000    9322409.337492  -10366058.071774  -17352411.548801  20544.558682  14258.543600   2523.574866  922015.1
 14575320.000   13853419.537772   -6607987.615418  -16120095.954752  16982.433088  16867.407704   7683.326287  922015.1
 14575560.000   17374359.401006   -2368184.716843  -13709105.905414  12178.142849  18248.177781  12285.714066  922015.1
 14575800.000   19627120.293942    2044390.959929  -10294674.064288   6478.543156  18297.845857  15993.706311  922015.1
 14576040.000   20445499.597072    6307480.765621   -6125822.844707    298.232829  17009.574117  18533.331722  922015.1
 14576280.000   19768034.980727   10109037.437486   -1507581.116622  -5909.879423  14475.075437  19714.997351  922015.1
 14576520.000   17643218.114272   13170402.153434    3221297.216401 -11688.279606  10879.334516  19449.340150  922015.1
 14576760.000   14226325.541060   15267247.488275    7713557.664987 -16610.553175   6487.189668  17755.467536  922015.1
 14577000.000    9767840.851599   16246349.768263   11639473.348618 -20314.791914   1622.384566  14759.225223  922015.1
 14577240.000    4594613.162300   16036769.137941   14711353.188660 -22530.443115  -3357.486711  10682.706623  922015.1
 14577480.000    -914589.861371   14654745.843476   16704639.267276 -23097.875994  -8088.172167   5826.374119  922015.1
 14577720.000   -6357052.321345   12202017.115909   17473994.783872 -21977.942843 -12225.695522    545.789508  922015.1
 14577960.000  -11335278.342583    8858057.058329   16963462.698462 -19252.855602 -15469.806349  -4774.132963  922015.1
 14578200.000  -15485563.644022    4867086.503149   15210356.528718 -15120.461769 -17584.456175  -9745.565601  922015.1
 14578440.000  -18504287.607765     520503.486035   12342668.338094  -9880.674048 -18414.893708 -14005.195460  922015.1
 14578680.000  -20170078.600338   -3864094.667985    8570034.900645  -3915.121048 -17899.034762 -17240.144718  922015.1
 14578920.000  -20360361.826299   -7965985.365735    4168739.900635   2339.455091 -16073.347230 -19211.464372  922015.1
 14579160.000  -19060838.757546  -11484972.150521    -538419.421711   8423.207728 -13071.486631 -19773.210017  922015.1
 14579400.000  -16366835.303368  -14163724.682631   -5206073.522863  13888.411681  -9114.821880 -18884.511079  922015.1
 14579640.000  -12476152.319422  -15806923.904470   -9492050.157975  18334.307655  -4495.253138 -16612.582098  922015.1
 14579880.000   -7674089.265419  -16295521.701476  -13082768.207642  21437.053006    447.644776 -13126.800229  922015.1
 14580120.000   -2312008.192532  -15595093.818340  -15716219.891460  22973.140327   5352.733313  -8684.603420  922015.1
 14580360.000    3218664.682840  -13757800.059109  -17200757.955368  22833.866482   9863.954891  -3611.126160  922015.1
 14580600.000    8514853.403739  -10918129.169124  -17428518.268571  21031.134845  13655.255505   1724.781796  922015.1
 14580840.000   13190658.696501   -7282982.240589  -16382830.321640  17695.196029  16452.596714   6936.358733  922015.1
 14581080.000   16904817.031246   -3116923.455459  -14139391.821359  13065.775224  18052.284238  11645.020972  922015.1
 14581320.000   19385256.836493    1276545.901514  -10861152.332824   7476.631841  18335.553561  15506.504852  922015.1
 14581560.000   20449196.531342    5576650.074715   -6787074.840544   1333.913007  17278.492529  18235.670604  922015.1
 14581800.000   20017203.263657    9468725.049993   -2215152.901487  -4912.607546  14955.878786  19629.114998  922015.1
 14582040.000   18119701.496675   12667529.497118    2519352.668495 -10803.003455  11536.767674  19581.832560  922015.1
 14582280.000   14895198.066771   14938608.736059    7068787.363818 -15902.456478   7272.708640  18096.438449  922015.1
 14582520.000   10580063.451891   16115892.547082   11099163.584114 -19835.612885   2478.219639  15283.356117  922015.1
 14582760.000    5490687.065951   16113905.812542   14315062.864506 -22315.121034  -2494.023666  11351.296568  922015.1
 14583000.000       -235.927475   14933685.471186   16481297.683149 -23161.680271  -7280.210557   6590.145959  922015.1
 14583240.000   -5491196.167477   12662287.916945   17439849.181303 -22315.807274 -11531.728166   1349.047736  922015.1
 14583480.000  -10581146.021468    9466053.730416   17121008.389148 -19840.378549 -14940.295646  -3989.730373  922015.1
 14583720.000  -14898296.483817    5578404.606020   15548122.582808 -15914.976447 -17258.251534  -9037.372983  922015.1
 14583960.000  -18126880.249733    1283163.161823   12835984.542013 -10824.307952 -18315.901096 -13425.124452  922015.1
 14584200.000  -20030232.094811   -3105859.193307    9182808.837676  -4939.004870 -18034.703841 -16830.900366  922015.1
 14584440.000  -20468397.373707   -7267662.608727    4856059.840441   1310.408893 -16433.881030 -19003.367893  922015.1
 14584680.000  -19408855.839463  -10897661.793995     173007.505375   7464.760416 -13630.327377 -19781.631822  922015.1
 14584920.000  -16929274.871348  -13730334.638679   -4522732.678494  13071.007955  -9830.679904 -19108.633869  922015.1
 14585160.000  -13211736.090395  -15558997.567367   -8886846.922322  17717.662271  -5315.383043 -17035.526086  922015.1
 14585400.000   -8528935.475671  -16250974.938876  -12599921.455005  21065.875524   -416.661188 -13717.167759  922015.1
 14585640.000   -3223625.703297  -15756975.984716  -15390901.776174  22874.012233   4507.292404  -9398.892859  922015.1
 14585880.000    2316778.277053  -14114147.757314  -17056587.468364  23013.522578   9098.708094  -4397.163925  922015.1
 14586120.000    7688398.518000  -11442893.058054  -17475921.695553  21476.224142  13025.545621    924.070819  922015.1
 14586360.000   12499837.658108   -7937935.573537  -16618357.202529  18373.570656  16004.022899   6178.910606  922015.1
 14586600.000   16400066.132203   -3854367.689152  -14545952.122793  13928.609455  17817.691347  10985.924148  922015.1
 14586840.000   19103596.186953     510398.329372  -11409161.850300   8461.548882  18332.519978  14994.172220  922015.1
 14587080.000   20411435.255661    4837814.538393   -7436500.824827   2368.957135  17507.794604  17908.167060  922015.1
 14587320.000   20226257.766928    8811305.870550   -2918408.196826  -3903.529097  15400.882954  19510.831622  922015.1
 14587560.000   18560351.353885   12139687.959014    1813869.945047  -9894.069777  12164.927132  19681.712206  922015.1
 14587800.000   15535159.690085   14578995.533343    6412886.354984 -15160.739200   8037.764535  18407.151735  922015.1
 14588040.000   11372371.105082   15950750.440344   10540960.579717 -19315.547234   3323.741489  15781.693227  922015.1
 14588280.000    6377263.948507   16155169.326283   13895404.290572 -22054.335881  -1630.044568  12000.368558  922015.1
 14588520.000     915748.308042   15178201.894276   16230840.243310 -23178.879610  -6460.790608   7342.411655  922015.1
 14588760.000   -4612748.447369   13092084.871200   17376851.614996 -22609.418777 -10816.539840   2149.351824  922015.1
 14589000.000   -9804366.295422   10049720.668470   17250030.362314 -20388.866425 -14381.014400  -3199.604837  922015.1
 14589240.000  -14279954.585334    6273384.952501   15859783.847386 -16678.790172 -16895.650277  -8314.813114  922015.1
 14589480.000  -17712290.847066    2038718.832994   13307596.033734 -11748.045692 -18176.875957 -12823.013218  922015.1
 14589720.000  -19849870.395838   -2344982.186876    9779923.522619  -5955.188239 -18129.697264 -16393.632857  922015.1
 14589960.000  -20535604.975618   -6557161.692206    5534959.528025    276.239105 -16756.129097 -18763.345074  922015.1
 14590200.000  -19718795.388044  -10289572.332790     883904.601169   6488.676129 -14156.236755 -19756.671072  922015.1
 14590440.000  -17459238.389507  -13269155.589551   -3831985.685840  12224.851638 -10521.443523 -19300.423863  922015.1
 14590680.000  -13922861.064310  -15278391.560308   -8266857.865458  17063.400728  -6120.095145 -17429.684987  922015.1
 14590920.000   -9369129.783898  -16171316.930861  -12096015.869121  20651.065941  -1276.218300 -14284.350897  922015.1
 14591160.000   -4131475.996773  -15883931.615878  -15039818.282290  22728.407765   3655.595919 -10097.398948  922015.1
 14591400.000    1407511.461579  -14438338.682169  -16883867.951691  23147.332089   8316.775644  -5175.934696  922015.1
 14591640.000    6843981.227074  -11940632.543283  -17494107.097093  21879.520484  12370.039775    121.672586  922015.1
 14591880.000   11781804.296260   -8572960.178532  -16826116.594001  19017.079310  15522.452532   5411.144166  922015.1
 14592120.000   15860811.099833   -4580447.472963  -14928197.608247  14765.909902  17545.151064  10308.517002  922015.1
 14592360.000   18782624.105015    -253813.646292  -11938107.190220   9432.222206  18289.349486  14456.651143  922015.1
 14592600.000   20332433.072397    4091314.532081   -8073551.138959   3402.313565  17697.738884  17550.470910  922015.1
 14592840.000   20395207.141562    8137179.276340   -3616892.035030  -2883.426748  15810.360785  19359.826007  922015.1
 14593080.000   18964959.234178   11587321.273330    1105236.714324  -8962.488343  12763.844308  19748.659295  922015.1
 14593320.000   16145772.229873   14188811.810239    5746137.754976 -14386.207057   8782.021358  18687.062993  922015.1
 14593560.000   12144197.375765   15751238.101872    9965016.334273 -18754.895006   4158.606531  16253.776817  922015.1
 14593800.000    7253710.969705   16160801.672816   13452446.035258 -21748.442194   -765.885729  12629.616246  922015.1
 14594040.000    1832648.664140   15388419.351993   15953218.571795 -23149.633460  -5630.508124   8082.493499  922015.1
 14594280.000   -3722401.221764   13491410.311282   17284805.540037 -22858.560907 -10080.538068   2946.282947  922015.1
 14594520.000   -9005591.860136   10608931.614232   17350270.558706 -20898.151927 -13792.733636  -2403.974393  922015.1
 14594760.000  -13631100.781298    6951673.285106   16144995.562018 -17411.275907 -16497.671581  -7578.428815  922015.1
 14595000.000  -17260864.247824    2786622.194549   13756990.972320 -12650.769922 -17998.336167 -12199.597472  922015.1
 14595240.000  -19629066.762485   -1582077.993974   10360704.646704  -6962.546022 -18184.087140 -15928.958611  922015.1
 14595480.000  -20561790.228470   -5835077.756677    6204639.338446   -761.962032 -17039.853907 -18491.815900  922015.1
 14595720.000  -19990208.603382   -9661196.651013    1593394.648724   5495.950272 -14648.606596 -19698.534802  922015.1
 14595960.000  -17956067.452715  -12780500.461395   -3134740.880514  11350.698808 -11186.201430 -19459.947292  922015.1
 14596200.000  -14608726.446103  -14965171.353300   -7632977.951728  16371.916486  -6908.265321 -17794.892941  922015.1
 14596440.000  -10193832.753894  -16056339.165446  -11571899.093855  20192.606021  -2129.903179 -14828.158129  922015.1
 14596680.000   -5034752.624899  -15975481.698055  -14663751.246975  22536.016075   2798.724808 -10779.737594  922015.1
 14596920.000     491553.430918  -14729670.455133  -16683278.504768  23234.655047   7518.936494  -5946.976264  922015.1
 14597160.000    5982103.698198  -12410505.185331  -17483642.559818  22240.117986  11689.089977   -681.998462  922015.1
 14597400.000   11036847.121761   -9187183.752553  -17006610.229283  19624.924269  15007.834786   4633.211461  922015.1
 14597640.000   15287178.444685   -5294323.008291  -15286594.234102  15577.104864  17234.441904   9613.006343  922015.1
 14597880.000   18422333.172613   -1015337.508579  -12448371.299443  10388.073437  18205.497167  13894.382750  922015.1
 14598120.000   20212048.453824    3337731.563379   -8698506.643437   4433.435871  17847.481706  17162.960700  922015.1
 14598360.000   20523790.689383    7446700.180954   -4310823.873342  -1852.657752  16183.310545  19176.188343  922015.1
 14598600.000   19333233.881467   11010568.519925     393257.120101  -8008.263990  13332.738038  19782.862567  922015.1
 14598840.000   16726728.848233   13768024.712568    5068410.269850 -13579.035991   9504.772851  18936.495430  922015.1
 14599080.000   12895159.404004   15517119.907183    9371268.826169 -18154.047222   4981.790197  16699.779169  922015.1
 14599320.000    8119572.974310   16130291.260062   12986140.579087 -21397.607801     97.227126  13239.030868  922015.1
 14599560.000    2749987.985187   15563540.129421   15648383.468399 -23074.052654  -4790.513655   8810.358863  922015.1
 14599800.000   -2820670.372948   13859190.799674   17163593.038534 -23063.336155  -9324.839550   3739.210795  922015.1
 14600040.000   -8185315.869736   11142388.336453   17421413.630299 -21367.991275 -13176.207505  -1603.699719  922015.1
 14600280.000  -12952155.551955    7611794.319906   16403245.233331 -18112.016002 -16065.100473  -6829.046652  922015.1
 14600520.000  -16772862.081318    3525192.915517   14183446.740221 -13531.542194 -17781.167186 -11555.860401  922015.1
 14600760.000  -19367757.496080    -819001.028049   10924158.671541  -7959.314235 -18198.316505 -15438.102432  922015.1
 14601000.000  -20546400.798374   -5103261.958078    6863801.787072  -1801.944093 -17284.563814 -18190.058596  922015.1
 14601240.000  -20221969.076344   -9014152.353638    2299898.887511   4489.060102 -15105.974080 -19608.225096  922015.1
 14601480.000  -18418047.987040  -12265527.266408   -2432758.103889  10450.930665 -11822.633918 -19587.675387  922015.1
 14601720.000  -15267080.979701  -14619855.874034   -6987007.100516  15645.283560  -7676.913953 -18130.984346  922015.1
 14601960.000  -11000353.517096  -15905795.782119  -11029229.071256  19692.047146  -2974.387523 -15347.555755  922015.1
 14602200.000   -5930472.933284  -16030567.973614  -14264016.802464  22297.715757   1940.118062 -11444.115044  922015.1
 14602440.000    -428001.802413  -14986254.762885  -16455612.007312  23275.471638   6708.600447  -6707.735422  922015.1
 14602680.000    5105722.552899  -12849852.408256  -17444644.719070  22556.904764  10985.656921  -1483.906870  922015.1
 14602920.000   10267520.669466   -9777321.857395  -17159191.078949  20194.867387  14462.345594   3848.370174  922015.1
 14603160.000   14681079.854234   -5992313.008197  -15619740.221121  16359.159710  16886.708135   8902.354865  922015.1
 14603400.000   18023853.448353   -1770324.007507  -12937887.947757  11325.617321  18081.230882  13309.990068  922015.1
 14603640.000   20050499.560004    2580847.767542   -9308715.387984   5458.262997  17956.108260  16747.809517  922015.1
 14603880.000   20611232.142406    6743265.151040   -4997134.473990   -815.343051  16517.457144  18961.185700  922015.1
 14604120.000   19663451.077694   10412137.538150    -318833.196937  -7035.026024  13868.240479  19784.414494  922015.1
 14604360.000   17275545.565802   13318467.718884    4382840.234412 -12741.921046  10202.187306  19154.547468  922015.1
 14604600.000   13622249.298898   15249311.748444    8762531.965873 -17514.700607   5789.555635  17118.004424  922015.1
 14604840.000    8971525.413025   16063676.774393   12498817.506999 -21002.755878    955.695575  13826.251507  922015.1
 14605080.000    3664345.760519   15702750.669620   15318027.314908 -22951.939636  -3944.269959   9523.119104  922015.1
 14605320.000   -1910774.834457   14193839.735624   17014209.460661 -23222.352281  -8552.346725   4525.309187  922015.1
 14605560.000   -7346342.286647   11647897.172601   17463780.684211 -21796.339261 -12533.562063   -801.674347  922015.1
 14605800.000  -12245345.223776    8251173.203883   16634153.168925 -18778.296553 -15598.952084  -6069.455361  922015.1
 14606040.000  -16249833.467471    4251725.593411   14585987.100287 -14387.436929 -17525.518881 -10893.975383  922015.1
 14606280.000  -19066775.973299     -58420.102401   11468882.068292  -8942.496074 -18172.003565 -14922.433567  922015.1
 14606520.000  -20489535.883158   -4364270.835834    7510812.259045  -2840.548256 -17489.707382 -17858.625257  922015.1
 14606760.000  -20413399.818128   -8350840.815474    3001750.040527   3471.298914 -15527.612460 -19485.468313  922015.1
 14607000.000  -18843710.400875  -11726433.355888   -1727545.970124   9528.808132 -12429.721136 -19682.576709  922015.1
 14607240.000  -15895703.763266  -14244345.430053   -6330131.620060  14886.460068  -8424.553744 -18436.341452  922015.1
 14607480.000  -11785827.251707  -15721150.511119  -10468755.908495  19151.696346  -3807.501433 -15840.538804  922015.1
 14607720.000   -6815348.425803  -16050076.977533  -13840854.952980  22014.691170   1082.325262 -12088.344690  922015.1
 14607960.000   -1347701.652144  -15208357.780334  -16200592.676479  23270.025815   5888.400791  -7456.099950  922015.1
 14608200.000    4218239.740596  -13258286.375559  -17376322.010447  22829.144418  10262.529061  -2281.868064  922015.1
 14608440.000    9476913.139530  -10342331.860316  -17282559.183780  20725.058005  13888.614702   3058.619160  922015.1
 14608680.000   14045034.706973   -6672783.092565  -15925897.024356  17109.204903  16504.192980   8178.192721  922015.1
 14608920.000   17588922.551192   -2516680.415985  -13404605.184311  12241.337851  17918.126046  12704.390068  922015.1
 14609160.000   19848663.824287    1823082.708354   -9901979.375714   6473.096785  18024.800465  16305.413394  922015.1
 14609400.000   20657464.827514    6029499.015793   -5673573.838147    224.370985  16813.207523  18714.749727  922015.1
 14609640.000   19954583.177257    9794629.542018   -1028912.569617  -6046.473683  14369.796356  19752.343305  922015.1
 14609880.000   17790428.593629   12842514.607677    3691242.152494 -11877.464143  10872.958880  19339.711806  922015.1
 14610120.000   14323201.659125   14949807.719140    8140234.732444 -16838.161445   6580.084801  17506.735771  922015.1
 14610360.000    9807173.643168   15962518.579827   11991494.968301 -20563.725443   1807.886305  14389.695289  922015.1
 14610600.000    4573461.651509   15807284.950302   14962840.555254 -22782.433614  -3092.903169  10219.610209  922015.1
 14610840.000    -994716.273681   14496354.774249   16837100.701876 -23334.273653  -7763.952238   5303.705280  922015.1
 14611080.000   -6490269.738399   12126269.906144   17477683.645415 -22181.248085 -11865.387533      1.997998  922015.1
 14611320.000  -11511818.454091    8870512.672508   16838115.687407 -19408.392205 -15099.618963  -5299.014127  922015.1
 14611560.000  -15692533.031904    4966853.551216   14965189.264891 -15216.960814 -17231.502407 -10213.031907  922015.1
 14611800.000  -18726600.843427     700308.549314   11995695.052847  -9911.298706 -18104.975072 -14380.891579  922015.1
 14612040.000  -20391586.397677   -3617395.631530    8146752.820019  -3877.887327 -17654.974212 -17496.416315  922015.1
 14612280.000  -20565046.645231   -7670490.263077    3700261.420815   2441.509557 -15913.328119 -19329.534451  922015.1
 14612520.000  -19233976.509126  -11162426.638588   -1017693.714102   8582.393286 -13007.530642 -19744.587581  922015.1
 14612760.000  -16496054.798726  -13837930.109235   -5661005.390766  14092.938159  -9151.908595 -18711.587884  922015.1
 14613000.000  -12552317.430793  -15501986.937959   -9889378.070433  18569.227717  -4630.943506 -16308.513429  922015.1
 14613240.000   -7691893.002159  -16034069.120829  -13393571.429908  21685.590695    223.214563 -12714.323573  922015.1
 14613480.000   -2270292.902932  -15396542.299265  -15917995.115666  23217.635492   5056.257360  -8194.114663  922015.1
 14613720.000    3316831.319585  -13636878.472333  -17278995.600463  23056.984896   9517.592967  -3078.377655  922015.1
 14613960.000    8662365.501555  -10883757.001230  -17377643.305977  21216.667088  13284.863829   2261.486393  922015.1
 14614200.000   13376761.741341   -7337658.537782  -16206555.473671  17829.208502  16085.498577   7438.306655  922015.1
 14614440.000   17115822.598007   -3256604.740035  -13850501.622153  13137.910548  17715.326244  12075.777772  922015.1
 14614680.000   19605527.108539    1062091.644981  -10480655.991222   7481.169144  18053.213819  15834.394364  922015.1
 14614920.000   20662327.646661    5303091.613338   -6342744.099259   1270.209881  17071.281763  18436.408968  922015.1
 14615160.000   20207272.396585    9156004.052971   -1739517.506934  -5039.853502  14838.706814  19687.563537  922015.1
 14615400.000   18272543.315675   12338416.461234    2991373.107923 -10983.999072  11518.206565  19493.442820  922015.1
 14615640.000   14999471.776755   14617100.559832    7502522.071643 -16123.692439   7354.263203  17867.752110  922015.1
 14615880.000   10628022.336875   15825448.682321   11462756.186192 -20080.754723   2653.930192  14931.114164  922015.1
 14616120.000    5478761.990559   15875722.313803   14581788.453723 -22565.905817  -2236.835001  10901.343010  922015.1
 14616360.000     -71194.946385   14765192.543181   16631584.331252 -23399.863375  -6960.243499   6075.741454  922015.1
 14616600.000   -5616044.860678   12575794.736603   17462669.663574 -22523.891373 -11172.559881    807.747535  922015.1
 14616840.000  -10750746.640649    9467874.666739   17014658.279887 -20002.942031 -14567.966552  -4518.181061  922015.1
 14617080.000  -15100246.644705    5668458.401658   15320415.124736 -16020.387069 -16899.827364  -9513.981441  922015.1
 14617320.000  -18346485.680817    1454916.661069   12503673.587379 -10865.159529 -17997.694924 -13814.858200  922015.1
 14617560.000  -20251569.086862   -2864940.850854    8770323.875784  -4912.539011 -17780.113018 -17105.159419  922015.1
 14617800.000  -20675480.211605   -6975218.892335    4393723.094115   1401.928693 -16261.788989 -19141.990616  922015.1
 14618040.000  -19586830.350270  -10575183.443287    -305215.339536   7614.290487 -13553.747103 -19774.633716  922015.1
 14618280.000  -17065464.875843  -13401614.758113   -4981773.150193  13267.531437  -9855.634259 -18956.827096  922015.1
 14618520.000  -13296524.074288  -15248371.695025   -9293135.273834  17946.892045  -5440.317290 -16750.517229  922015.1
 14618760.000   -8556411.123966  -15981495.126197  -12923871.775927  21311.386902   -632.486134 -13320.316075  922015.1
 14619000.000   -3191961.064371  -15548665.626886  -15609057.044946  23118.437170   4216.567465  -8919.541376  922015.1
 14619240.000    2405236.738126  -13982469.841485  -17153241.873646  23239.531153   8754.835039  -3870.174173  922015.1
 14619480.000    7827239.935512  -11397578.924591  -17444176.754488  21667.501037  12654.227537   1460.616251  922015.1
 14619720.000   12678967.851806   -7982283.474957  -16460555.019627  18515.880422  15632.771157   6686.514231  922015.1
 14619960.000   16606327.201210   -3985082.720865  -14273503.612115  14010.897621  17473.608934  11427.850519  922015.1
 14620200.000   19321698.836645     302898.003797  -11041837.917158   8477.250219  18040.623725  15337.986481  922015.1
 14620440.000   20625113.552627    4568676.134595   -7001070.032754   2316.619148  17289.148890  18128.331097  922015.1
 14620680.000   20419560.134736    8500131.907388   -2446727.185614  -4019.942845  15271.378094  19590.862795  922015.1
 14620920.000   18718845.439406   11809135.079167    2287219.462786 -10065.879276  12133.921198  19615.454912  922015.1
 14621160.000   15647033.410880   14253118.618076    6853139.777084 -15374.968734   8107.518954  18199.282287  922015.1
 14621400.000   11429321.784848   15653286.666232   10915762.810895 -19556.166567   3489.310545  15447.525516  922015.1
 14621640.000    6375067.872093   15907802.584388   14177222.772176 -22303.553576  -1380.663702  11564.438092  922015.1
 14621880.000     854551.043395   14998995.702929   16398977.006975 -23418.327929  -6145.644943   6836.870387  922015.1
 14622120.000   -4728487.130512   12994139.010818   17418993.215224 -22821.733594 -10458.697970   1611.386336  922015.1
 14622360.000   -9966225.827949   10040167.114754   17163082.211009 -20558.475535 -14006.761056  -3730.809906  922015.1
 14622600.000  -14476095.174369    6352910.676130   15650074.347309 -16793.119321 -16532.076002  -8800.284552  922015.1
 14622840.000  -17928384.217262    2201565.067255   12990493.501012 -11799.030471 -17850.380856 -13226.946139  922015.1
 14623080.000  -20070213.076812   -2110667.900330    9378710.112634  -5939.429397 -17864.332861 -16686.312283  922015.1
 14623320.000  -20744240.087432   -6268514.702548    5079103.097555    357.374780 -16571.542673 -18923.204646  922015.1
 14623560.000  -19900699.685484   -9967764.535831     406889.697568   6628.883466 -14066.243032 -19772.080797  922015.1
 14623800.000  -17601414.082381  -12937872.072359   -4295167.157347  12413.653160 -10533.024559 -19170.510378  922015.1
 14624040.000  -14015250.210427  -14962099.872848   -8682316.140450  17286.957906  -6232.721185 -17164.442910  922015.1
 14624280.000   -9405283.965007  -15893442.097210  -12433484.200095  20893.336675  -1481.755310 -13903.749155  922015.1
 14624520.000   -4108950.102384  -15665077.205140  -15274841.336429  22972.229899   3372.361246  -9629.541124  922015.1
 14624760.000    1487004.522124  -14294728.985518  -16999503.484962  23375.413722   7976.892722  -4654.960541  922015.1
 14625000.000    6974676.050992  -11882887.910803  -17482078.022168  22075.504114  11998.850116    658.137300  922015.1
 14625240.000   11954207.954639   -8605314.276914  -16687351.794555  19166.487063  15147.474575   5924.417951  922015.1
 14625480.000   16062308.235059   -4700479.783500  -14672761.759066  14857.335796  17193.962514  10761.615640  922015.1
 14625720.000   18998310.385932    -452698.121862  -11584505.228789   9458.211965  17987.407136  14816.526187  922015.1
 14625960.000   20546230.659014    3828096.612279   -7647525.803249   3360.668703  17466.832883  17790.319870  922015.1
 14626200.000   20591157.904640    7828808.316253   -3149610.099420  -2989.565993  15667.304639  19461.603859  922015.1
 14626440.000   19128455.634546   11256272.846145    1579498.974467  -9125.087475  12719.079369  19704.680349  922015.1
 14626680.000   16264644.745442   13859217.134156    6192559.010269 -14593.147905   8838.819886  18500.440970  922015.1
 14626920.000   12209601.384327   15447117.628356   10350793.574885 -18990.730405   4312.781750  15938.144091  922015.1
 14627160.000    7260796.348383   15904308.439341   13749228.625780 -21995.568455   -525.585198  12208.199809  922015.1
 14627400.000    1780897.267618   15198258.712403   16139204.883260 -23389.812751  -5321.396314   7586.331744  922015.1
 14627640.000   -3829202.805028   13381482.400216   17346354.884481 -23074.331677  -9725.158023   2411.851548  922015.1
 14627880.000   -9159654.297219   10587263.304284   17282872.286914 -21073.823616 -13417.164040  -2937.500817  922015.1
