PROP_MAN 11.0
2017         0.000  14043206.982   1296000.000  M50 FT FPS SEC
 14296573.000   -1793289.442273  -17433810.120212  -13725511.357467  20581.519116   7567.756259 -12296.317297  907581.4
 14296813.000    3151494.568987  -15003928.842083  -16138606.894631  20372.803851  12556.527833  -7690.074963  907581.4
 14297053.000    7866616.142582  -11480339.065500  -17371948.243344  18679.648246  16626.782815  -2525.128354  907581.4
 14297293.000   12008609.737035   -7120277.236066  -17335949.061109  15625.792722  19484.890515   2823.375679  907581.4
 14297533.000   15275562.704236   -2241389.193986  -16033108.377955  11431.755285  20923.909271   7967.590167  907581.4
 14297773.000   17428661.436270    2800891.010487  -13557879.055465   6399.924430  20837.732360  12533.471794  907581.4
 14298013.000   18309559.798166    7638649.399012  -10090230.140754    894.754679  19229.389635  16186.650856  907581.4
 14298253.000   17852376.942154   11918078.727373   -5883143.546552  -4682.233081  16213.081687  18657.012143  907581.4
 14298493.000   16089157.775102   15325551.278322   -1244505.298338  -9921.611134  12007.571491  19760.256970  907581.4
 14298733.000   13148071.245428   17611051.844255    3485454.395360 -14436.936624   6921.036225  19413.078964  907581.4
 14298973.000    9244225.632971   18607040.350489    7959463.020537 -17894.969152   1328.146202  17640.602662  907581.4
 14299213.000    4663652.000264   18240997.877438   11849194.618430 -20041.731869  -4359.127226  14574.473754  907581.4
 14299453.000    -258141.000608   16540566.373690   14869683.132511 -20721.334234  -9723.434463  10441.851598  907581.4
 14299693.000   -5161120.504050   13631050.103161   16800163.394468 -19886.277422 -14373.285346   5547.041241  907581.4
 14299933.000   -9687109.438496    9725766.384181   17499879.715269 -17599.163528 -17971.020430    248.369861  907581.4
 14300173.000  -13505668.481638    5110236.199471   16917973.083277 -14027.021269 -20255.972762  -5067.867381  907581.4
 14300413.000  -16337825.249709     121506.430989   15096950.141048  -9429.202422 -21061.909948 -10014.377515  907581.4
 14300653.000  -17976201.485364   -4876068.934787   12169699.532632  -4139.554849 -20328.938213 -14229.750594  907581.4
 14300893.000  -18300243.037984   -9517113.068650    8350150.248142   1456.379108 -18108.748511 -17404.171314  907581.4
 14301133.000  -17285462.861973  -13461905.728134    3917994.128671   6948.464474 -14562.373184 -19303.025155  907581.4
 14301373.000  -15005721.372558  -16421556.444922    -801695.137735  11932.545415  -9949.984965 -19785.364973  907581.4
 14301613.000  -11628004.102586  -18179680.611430   -5462555.088225  16041.801628  -4611.658964 -18816.028017  907581.4
 14301853.000   -7399965.049978  -18608483.837113   -9722846.303603  18975.176350   1059.265709 -16468.333513  907581.4
 14302093.000   -2631277.892194  -17677937.684039  -13270863.239471  20520.042088   6646.703056 -12917.408500  907581.4
 14302333.000    2329503.257719  -15457420.021885  -15847738.134840  20566.674921  11743.490675  -8425.421327  907581.4
 14302573.000    7120525.745599  -12110016.740727  -17265971.824107  19114.400639  15980.502009  -3321.162601  907581.4
 14302813.000   11392765.760183   -7880234.894495  -17422549.424867  16269.832723  19052.114965   2024.366860  907581.4
 14303053.000   14834878.312555   -3076272.610567  -16306006.061391  12238.529273  20736.142190   7223.588909  907581.4
 14303293.000   17195396.831728    1951929.597476  -13997255.435444   7311.147146  20908.999729  11898.659521  907581.4
 14303533.000   18300950.809546    6837613.490984  -10664097.079320   1844.193125  19555.166247  15707.676853  907581.4
 14303773.000   18069260.131374   11223618.936735   -6549564.899394  -3764.184467  16770.013273  18369.552111  907581.4
 14304013.000   16515798.281793   14788558.951656   -1954635.080568  -9102.434613  12754.799571  19685.750386  907581.4
 14304253.000   13753332.254038   17270872.354040    2783722.185695 -13776.811766   7803.820612  19557.149240  907581.4
 14304493.000    9983821.346480   18488588.281335    7317640.346039 -17442.573370   2281.673988  17992.691869  907581.4
 14304733.000    5483400.052762   18352882.720876   11314373.487039 -19830.275521  -3405.023778  15108.514032  907581.4
 14304973.000     581738.283609   16874475.056777   14481032.285457 -20765.990788  -8838.682804  11118.356568  907581.4
 14305213.000   -4362516.423776   14162453.445479   16586082.645605 -20183.434178 -13622.287636   6316.358445  907581.4
 14305453.000   -8988116.205837   10415779.902674   17475990.363223 -18127.010357 -17408.306647   1054.259588  907581.4
 14305693.000  -12957350.776088    5908469.439295   17086009.559854 -14747.139330 -19922.363265  -4284.143786  907581.4
 14305933.000  -15980294.342389     969697.562489   15444672.173315 -10289.282291 -20981.783333  -9309.906787  907581.4
 14306173.000  -17835705.096379   -4039867.193922   12671746.254639  -5077.027621 -20508.422889 -13656.125874  907581.4
 14306413.000  -18387200.799727   -8754044.243143    8969827.534024    510.015256 -18535.018873 -17003.577144  907581.4
 14306653.000  -17593663.586306  -12827847.385061    4609945.952953   6062.534741 -15204.630182 -19105.118933  907581.4
 14306893.000  -15512678.799311  -15962987.467175     -88219.722075  11172.445213 -10761.063558 -19805.031613  907581.4
 14307133.000  -12296567.270466  -17930130.529351   -4779904.482460  15463.458867  -5531.640730 -19051.591119  907581.4
 14307373.000   -8181141.156766  -18586078.662453   -9121027.546142  18620.790919     98.043052 -16902.145493  907581.4
 14307613.000   -3467900.152958  -17884129.029371  -12793860.621095  20415.124460   5714.639384 -13517.277239  907581.4
 14307853.000    1498537.244760  -15876966.847134  -15530318.938804  20718.362488  10908.417950  -9147.248222  907581.4
 14308093.000    6355798.412522  -12712193.364750  -17131216.900308  19511.278505  15302.867842  -4112.226599  907581.4
 14308333.000   10749988.065574   -8621131.420871  -17480243.575786  16883.039517  18580.776648   1221.435208  907581.4
 14308573.000   14360940.504022   -3901943.225032  -16551993.077965  13023.803495  20505.376603   6466.967428  907581.4
 14308813.000   16925003.979923    1101642.825376  -14413712.218452   8211.782510  20935.968921  11243.410133  907581.4
 14309053.000   18254081.370950    6024778.653802  -11220747.451944   2794.879189  19838.491672  15201.882339  907581.4
 14309293.000   18249631.464557   10507714.241814   -7205795.408488  -2832.825741  17289.569033  18050.688700  907581.4
 14309533.000   16910490.645874   14222110.499618   -2662415.151388  -8258.887793  13473.084245  19577.794677  907581.4
 14309773.000   14333590.782039   16895503.430312    2076340.458046 -13083.579568   8667.964223  19668.416773  907581.4
 14310013.000   10707189.305790   18331809.144995    6662591.049672 -16950.518154   3227.902240  18314.807502  907581.4
 14310253.000    6296958.449906   18426149.975139   10759706.773168 -19575.378662  -2445.987782  15617.755105  907581.4
 14310493.000    1425954.190795   17172398.676349   14067408.685981 -20766.973365  -7937.102994  11777.196847  907581.4
 14310733.000   -3549404.149032   14663183.481103   16343767.186570 -20439.991182 -12844.170423   7076.275288  907581.4
 14310973.000   -8265516.502591   11082663.876705   17422671.530126 -18620.082741 -16810.248106   1859.686416  907581.4
 14311213.000  -12378034.530666    6692783.959323   17225588.380144 -15440.818331 -19547.813593  -3491.953159  907581.4
 14311453.000  -15586614.782809    1814171.979248   15766959.761460 -11133.126790 -20858.088337  -8588.866585  907581.4
 14311693.000  -17656505.388783   -3196911.467897   13153191.453707  -6009.596919 -20644.736230 -13058.996186  907581.4
 14311933.000  -18435696.746585   -7974224.651706    9575208.551562   -443.191738 -18921.630823 -16574.317709  907581.4
 14312173.000  -17866394.967672  -12168200.406041    5294904.405050   5158.602198 -15813.316999 -18875.319888  907581.4
 14312413.000  -15989748.523189  -15471773.297880     626101.485140  10384.063210 -11547.373406 -19791.691665  907581.4
 14312653.000  -12943059.863537  -17643272.500623   -4088638.316930  14848.718017  -6437.720503 -19255.845090  907581.4
 14312893.000   -8949683.730589  -18524424.299005   -8503510.354190  18224.650891   -860.995634 -17308.614338  907581.4
 14313133.000   -4302252.879744  -18051973.951185  -12295272.192397  20266.114107   4772.880321 -14095.724696  907581.4
 14313373.000     659301.765725  -16261868.379513  -15187049.153264  20826.869033  10052.389776  -9855.167698  907581.4
 14313613.000    5572868.273881  -13285964.806501  -16968287.011265  19869.088934  14594.522120  -4897.977413  907581.4
 14313853.000   10080414.882644   -9341937.092443  -17509560.051049  17464.143741  18071.247004    414.884687  907581.4
 14314093.000   13853590.565677   -4717330.263473  -16771525.864117  13786.402352  20231.578659   5698.029016  907581.4
 14314333.000   16617069.557711     251044.179891  -14807632.908846   9100.905943  20918.223530  10568.018443  907581.4
 14314573.000   18168345.874365    5201032.901830  -11760497.932904   3746.116194  20078.766972  14669.543117  907581.4
 14314813.000   18392726.519509    9771099.704686   -7852071.447277  -1888.873498  17771.033727  17700.896517  907581.4
 14315053.000   17272281.116356   13626670.280822   -3367956.023079  -7391.661075  14160.860215  19436.838193  907581.4
 14315293.000   14887826.925938   16484984.811748    1363267.672364 -12357.039399   9511.728706  19747.068371  907581.4
 14315533.000   11413387.613765   18136388.328356    5994362.579772 -16418.603237   4165.458531  18607.514245  907581.4
 14315773.000    7103383.511517   18460098.649981   10185364.310065 -19277.144814  -1483.934024  16102.528643  907581.4
 14316013.000    2273592.175323   17433109.278863   13628997.586617 -20723.812771  -7021.055775  12418.200392  907581.4
 14316253.000   -2722503.317178   15131476.261017   16073333.054971 -20654.899787 -12040.960691   7826.460351  907581.4
 14316493.000   -7519768.857953   11724209.838955   17339927.281784 -19077.256186 -16178.512808   2663.939497  907581.4
 14316733.000  -11767876.457203    7460631.741496   17336478.205091 -16106.615804 -19133.437517  -2692.449958  907581.4
 14316973.000  -15156562.223354    2652201.840853   16063303.978932 -11959.034692 -20691.207166  -7852.402681  907581.4
 14317213.000  -17437952.025934   -2349948.862463   13613266.616640  -6935.378958 -20737.660901 -12439.425956  907581.4
 14317453.000  -18444602.578788   -7180262.735208   10165296.046879  -1401.268849 -19267.669267 -16117.187166  907581.4
 14317693.000  -18102084.888102  -11485294.785655    5971688.632311   4238.472200 -16387.030026 -18614.456850  907581.4
 14317933.000  -16434892.555868  -14949798.026810    1339875.926492   9569.470068 -12306.435203 -19746.176586  907581.4
 14318173.000  -13564981.856452  -17320236.152380   -3390264.628353  14199.213058  -7326.247055 -19428.889620  907581.4
 14318413.000   -9702779.496304  -18423698.436254   -7871753.390737  17787.727225  -1813.623273 -17687.196093  907581.4
 14318653.000   -5131369.857864  -18180600.726291  -11776344.679875  20073.310306   3825.954040 -14651.519075  907581.4
 14318893.000    -185262.590433  -16610147.232878  -14818779.739311  20891.625978   9180.001918 -10547.118817  907581.4
 14319133.000    4774419.306368  -13828286.827401  -16777448.025202  20186.239776  13859.674029  -5675.589372  907581.4
 14319373.000    9386227.810409  -10038691.673893  -17510019.385477  18010.551039  17526.962304   -391.965766  907581.4
 14319613.000   13314251.427953   -5517749.312719  -16963286.338699  14522.596955  19917.254742   4920.417083  907581.4
 14319853.000   16272006.252289    -594740.024331  -15176810.948945   9973.872024  20856.881387   9876.202233  907581.4
 14320093.000   18042960.703664    4371570.879186  -12280271.360649   4692.638364  20275.396102  14114.137037  907581.4
 14320333.000   18496464.097876    9018595.236102   -8484556.130929   -937.749846  18211.880146  17322.897917  907581.4
 14320573.000   17597842.436160   13006266.125559   -4066898.364608  -6505.682742  14814.128285  19264.539147  907581.4
 14320813.000   15411588.651684   16042210.451885     649126.730844 -11601.580870  10329.572918  19793.519772  907581.4
 14321053.000   12097106.048881   17903730.889699    5317447.601307 -15849.335470   5087.796214  18869.378465  907581.4
 14321293.000    7897022.086067   18454600.832131    9595374.411601 -18936.080989   -524.990318  16560.520092  907581.4
 14321533.000    3119026.561154   17655086.224602   13169182.220945 -20635.815983  -6096.040084  13038.234338  907581.4
 14321773.000   -1887099.788455   15564576.500849   15777295.792572 -20825.898270 -11217.343867   8562.850439  907581.4
 14322013.000   -6755402.034303   12336730.338867   17229273.790837 -19494.625769 -15516.096472   3462.971373  907581.4
 14322253.000  -11130378.827976    8207807.612575   17419296.733450 -16740.008258 -18680.609180  -1889.125538  907581.4
 14322493.000  -14692514.692069    3479436.829468   16333535.443257 -12762.226110 -20480.944654  -7103.508388  907581.4
 14322733.000  -17181308.368951   -1503088.700334   14051166.052532  -7849.990991 -20785.423483 -11799.702579  907581.4
 14322973.000  -18414211.389902   -6375694.430959   10738824.203059  -2360.509896 -19570.234991 -15633.660736  907581.4
 14323213.000  -18300227.510386  -10781906.168593    6638813.298315   3305.025259 -16922.441839 -18322.859595  907581.4
 14323453.000  -16847046.026630  -14399068.325837    2051639.056696   8730.525234 -13035.297386 -19668.076656  907581.4
 14323693.000  -14160872.663099  -16962382.961967   -2686093.875285  13516.424789  -8194.747870 -19569.814736  907581.4
 14323933.000  -10438662.809563  -18284719.643222   -7226777.050414  17311.044334  -2757.796718 -18036.440873  907581.4
 14324173.000   -5953301.495139  -18270390.368292  -11237718.016081  19837.237601   2875.447666 -15182.984240  907581.4
 14324413.000   -1033128.657835  -16921848.493549  -14425749.200070  20912.788247   8292.529498 -11221.448354  907581.4
 14324653.000    3962468.503562  -14338906.934128  -16558537.353411  20462.445519  13099.535377  -6443.381610  907581.4
 14324893.000    8669302.575167  -10710867.787069  -17481061.496753  18521.388390  16948.941064  -1197.496733  907581.4
 14325133.000   12744539.894186   -6302469.308066  -17126352.804558  15231.102426  19563.123964   4135.476295  907581.4
 14325373.000   15891064.400314   -1434823.017745  -15520058.550268  10828.923021  20752.531320   9168.813358  907581.4
 14325613.000   17878710.703927    3537408.247427  -12778726.070983   5632.339493  20428.851368  13536.129889  907581.4
 14325853.000   18561087.817871    8251302.573215   -9101828.745323     18.134709  18612.324236  16916.895744  907581.4
 14326093.000   17886803.074319   12362000.536614   -4757820.648575  -5603.620789  15432.667455  19060.643018  907581.4
 14326333.000   15903873.276332   15568194.812186     -64780.778545 -10819.783844  11121.032391  19807.108873  907581.4
 14326573.000   12756702.762581   17634686.243639    4632972.066382 -15245.472936   5993.850215  19099.516001  907581.4
 14326813.000    8675617.289489   18410141.911831    8990557.262743 -18554.352888    428.972398  16990.069453  907581.4
 14327053.000    3959622.011329   17838342.313409   12688346.599555 -20504.043069  -5164.042277  13635.461589  907581.4
 14327293.000   -1046007.726333   15962002.759663   15455611.428995 -20953.475605 -10375.528667   9283.668532  907581.4
 14327533.000   -5975254.195223   12919161.844416   17090192.832773 -19871.763985 -14825.541060   4254.538442  907581.4
 14327773.000  -10468117.302083    8932696.637366   17472957.256782 -17339.303394 -18191.284362  -1084.300516  907581.4
 14328013.000  -14196545.704337    4293859.643352   16576067.155881 -13540.236079 -20228.775613  -6344.079712  907581.4
 14328253.000  -16887943.902030    -658647.304667   14464889.065768  -8750.026023 -20788.986024 -11141.309875  907581.4
 14328493.000  -18345002.508262   -5562980.595496   11293507.318682  -3316.977174 -19829.500479 -15124.654954  907581.4
 14328733.000  -18460349.810816  -10060409.359482    7293844.280132   2362.176262 -17418.670334 -18000.847275  907581.4
 14328973.000  -17224842.147831  -13821624.187749    2758968.181025   7870.647960 -13732.079824 -19556.985110  907581.4
 14329213.000  -14728658.948312  -16571222.070295   -1978387.602843  12802.819225  -9040.708230 -19677.756838  907581.4
 14329453.000  -11154797.728057  -18108330.323080   -6570596.497559  16795.981983  -3690.547656 -18355.155286  907581.4
 14329693.000   -6765320.493770  -18321457.558980  -10681084.776587  19558.104102   1924.371165 -15688.651831  907581.4
 14329933.000   -1881643.856554  -17196403.855385  -14009285.761850  20889.556345   7392.602491 -11876.617830  907581.4
 14330173.000    3139388.979191  -14816703.074747  -16312528.706098  20696.275278  12316.084968  -7199.953994  907581.4
 14330413.000    7931629.458544  -11356936.634910  -17423329.565003  18994.888195  16338.604611  -2000.334491  907581.4
 14330653.000   12145976.629733   -7069697.290827  -17261045.438946  15909.818541  19169.929892   3344.505691  907581.4
 14330893.000   15475250.142469   -2267324.302956  -15837395.831246  11663.886910  20605.152406   8447.034828  907581.4
 14331133.000   17676094.257948    2700333.362395  -13255649.824530   6563.227462  20538.449913  12936.216514  907581.4
 14331373.000   18586665.689966    7470819.082197   -9703572.190114    977.181111  18971.521471  16483.133416  907581.4
 14331613.000   18138878.093223   11695254.055030   -5440357.622790  -4686.846951  16015.455480  18825.325817  907581.4
 14331853.000   16364104.684592   15064032.199921    -778077.455605 -10012.620487  11884.796119  19787.727709  907581.4
 14332093.000   13391441.183310   17330048.401928    3941267.099642 -14607.430364   6882.505849  19297.721892  907581.4
 14332333.000    9438339.946695   18327276.333915    8371214.582288 -18132.419913   1376.979983  17391.098197  907581.4
 14332573.000    4794433.216510   17983162.569771   12186738.264958 -20328.848376  -4226.323541  14209.453986  907581.4
 14332813.000    -200181.921977   16323760.921190   15108402.162639 -21037.405348  -9516.482232   9988.438513  907581.4
 14333053.000   -5180224.890222   13471300.589507   16922731.315595 -20208.491290 -14107.776278   5038.433651  907581.4
 14333293.000   -9781925.364579    9634818.987207   17497422.034707 -17904.004639 -17666.737944   -278.563142  907581.4
 14333533.000  -13669302.114017    5094734.780741   16790676.048211 -14292.080096 -19935.452625  -5574.942494  907581.4
 14333773.000  -16558267.295821     182520.231443   14854045.116377  -9634.527684 -20748.697375 -10464.825937  907581.4
 14334013.000  -18237142.394805   -4743036.422475   11828833.297307  -4269.596754 -20045.602198 -14590.592040  907581.4
 14334253.000  -18582342.752913   -9321722.991200    7936187.302578   1411.139903 -17875.590788 -17648.655922  907581.4
 14334493.000  -17567871.016184  -13218325.126289    3461245.848758   6991.106900 -14396.438591 -19412.833873  907581.4
 14334733.000  -15267631.023268  -16147503.367029   -1267708.049624  12059.598458  -9863.570825 -19752.295235  907581.4
 14334973.000  -11850201.762555  -17895141.513346   -5903634.923416  16243.608310  -4611.260098 -18642.645386  907581.4
 14335213.000   -7566200.960958  -18334249.889487  -10106674.294985  19236.846405    973.515511 -16167.585045  907581.4
 14335453.000   -2729413.515347  -17434051.672621  -13569364.061442  20822.375263   6481.106573 -12511.505564  907581.4
 14335693.000    2306620.953902  -15261695.138961  -16039130.539283  20887.630991  11510.241001  -7944.229808  907581.4
 14335933.000    7174566.588427  -11976712.572371  -17336307.735962  19430.525494  15696.763490  -2799.711441  907581.4
 14336173.000   11519767.928016   -7819048.319024  -17366688.167323  16557.979062  18738.531964   2548.127938  907581.4
 14336413.000   15025539.713901   -3091663.251253  -16128004.877715  12477.626806  20415.482616   7711.406704  907581.4
 14336653.000   17435767.009680    1861077.124899  -13710106.244825   7483.756286  20604.670903  12314.815250  907581.4
 14336893.000   18573451.231628    6677933.834925  -10288783.135522   1937.667660  19289.456025  16021.705863  907581.4
 14337133.000   18353944.312278   11006778.639798   -6113538.499385  -3756.735717  16562.304612  18558.287740  907581.4
 14337373.000   16791839.920434   14530421.578891   -1489856.545593  -9181.470773  12620.505011  19735.111932  907581.4
 14337613.000   14000555.470535   16990372.753656    3243141.015615 -13936.416412   7752.943432  19463.406773  907581.4
 14337853.000   10184207.805357   18206343.861706    7737977.209066 -17670.835031   2318.161310  17762.779850  907581.4
 14338093.000    5622400.064393   18089710.652742   11664810.330884 -20110.444682  -3283.512502  14759.570906  907581.4
 14338333.000     649267.421410   16649845.981132   14735959.173495 -21077.808681  -8641.023411  10676.332480  907581.4
 14338573.000   -4371377.382873   13992962.021840   16726954.837590 -20504.313702 -13363.363559   5813.760663  907581.4
 14338813.000   -9072735.189784   10313884.860948   17492606.941341 -18433.577400 -17107.444179    527.697339  907581.4
 14339053.000  -13111559.603871    5881613.444765   16977185.919373 -15016.898420 -19601.755653  -4796.561996  907581.4
 14339293.000  -16192792.269897    1019807.146552   15218310.115373 -10502.210314 -20664.950647  -9770.989406  907581.4
 14339533.000  -18090834.361321   -3916486.869763   12344315.591482  -5217.155083 -20218.383847 -14032.056369  907581.4
 14339773.000  -18666136.048550   -8566404.040430    8565237.832607    453.010588 -18292.809189 -17266.677412  907581.4
 14340013.000  -17875820.549209  -12589604.173824    4157800.833818   6092.798136 -15027.726132 -19235.806406  907581.4
 14340253.000  -15777299.535861  -15691482.038487    -554749.219916  11287.327815 -10662.535400 -19793.460923  907581.4
 14340493.000  -12524288.857487  -17645201.249447   -5226584.263715  15654.160361  -5519.015768 -18898.823267  907581.4
 14340733.000   -8355353.858402  -18308596.995813   -9515146.117918  18873.254430     23.728484 -16619.653242  907581.4
 14340973.000   -3575923.481224  -17634433.569427  -13106622.242260  20710.850939   5558.808313 -13126.002459  907581.4
 14341213.000    1464553.069906  -15673367.987320  -15738939.086417  21035.882187  10682.500766  -8676.010049  907581.4
 14341453.000    6398334.237719  -12569597.459501  -17220544.238766  19827.535462  15023.591583  -3595.436462  907581.4
 14341693.000   10865948.665614   -8549933.886194  -17443807.400000  17174.880981  18268.704056   1746.291215  907581.4
 14341933.000   14541840.860176   -3907319.288070  -16392447.354761  13269.777075  20183.226512   6961.760909  907581.4
 14342173.000   17157578.653435    1020081.489653  -14142673.396603   8393.774780  20627.113734  11672.002739  907581.4
 14342413.000   18521270.055424    5872961.755169  -10858002.374130   2899.557953  19565.494547  15532.804098  907581.4
 14342653.000   18531824.548750   10296718.350077   -6777859.833724  -2813.265616  17072.430126  18259.669303  907581.4
 14342893.000   17186941.715638   13967332.091675   -2200605.187717  -8325.998482  13327.597807  19649.301137  907581.4
 14343133.000   14583982.992861   16615529.107982    2538151.179511 -13232.226244   8604.826849  19596.884655  907581.4
 14343373.000   10913170.255418   18047116.028659    7090494.744708 -17169.696727   3251.946963  18105.528094  907581.4
 14343613.000    6443446.863651   18157571.972666   11122287.526933 -19848.869084  -2336.534154  15286.035951  907581.4
 14343853.000    1502279.117444   16939614.286848   14338056.390789 -21074.584193  -7750.095154  11347.568805  907581.4
 14344093.000   -3548774.444177   14483267.236266   16502668.473614 -20759.335149 -12593.354351   6580.419635  907581.4
 14344333.000   -8340611.450249   10968775.551102   17458207.973092 -18927.886760 -16514.245592   1333.776052  907581.4
 14344573.000  -12523333.756255    6653203.409934   17135125.020295 -15714.433896 -19228.396998  -4009.617904  907581.4
 14344813.000  -15791426.177966    1851733.444845   15557034.853880 -11352.352471 -20538.573313  -9060.622360  907581.4
 14345053.000  -17905732.664612   -3084988.546363   12839065.588361  -6158.209813 -20348.356651 -13450.230755  907581.4
 14345293.000  -18710972.784858   -7796120.264691    9179802.168377   -510.350472 -18669.861190 -16856.234633  907581.4
 14345533.000  -18147474.714537  -11936898.617495    4847124.905514   5177.680585 -15624.484810 -19027.136405  907581.4
 14345773.000  -16255995.122259  -15204131.815940     158735.753997  10487.764601 -11435.239363 -19802.039425  907581.4
 14346013.000  -13175013.063764  -17358833.439974   -4541316.700791  15028.983787  -6410.812722 -19123.892770  907581.4
 14346253.000   -9130469.205923  -18244051.808991   -8908337.661816  18468.163769   -921.621838 -17044.309244  907581.4
 14346493.000   -4418739.192885  -17796286.984022  -12622665.130160  20555.168026   4629.077310 -13718.758204  907581.4
 14346733.000     615583.221487  -16049663.561635  -15413154.155111  21140.508653   9836.095651  -9393.254233  907581.4
 14346973.000    5605100.675793  -13132815.248031  -17076673.253746  20184.521739  14321.759813  -4384.901703  907581.4
 14347213.000   10186257.886387   -9259032.833745  -17492370.591785  17758.342868  17762.271754    941.915292  907581.4
 14347453.000   14025288.164043   -4710668.240574  -16629988.803206  14037.559849  19909.069999   6200.934020  907581.4
 14347693.000   16841968.998608     181016.674607  -14551982.543613   9290.319287  20605.533245  11010.236130  907581.4
 14347933.000   18429826.460221    5059410.021534  -11409294.641669   3859.643477  19798.437876  15018.668021  907581.4
 14348173.000   18671448.329057    9568144.453487   -7430917.195381  -1859.601241  17543.400359  17931.058282  907581.4
 14348413.000   17547636.307201   13377121.866958   -2907640.290301  -7448.849010  14002.584166  19530.993693  907581.4
 14348653.000   15139424.415342   16206966.923028    1829031.426192 -12496.583228   9434.197051  19697.935173  907581.4
 14348893.000   11622613.740089   17850087.179338    6431352.297705 -16629.900147   4174.428792  18418.324515  907581.4
 14349133.000    7254821.976824   18186347.055388   10561441.240533 -19544.432069  -1388.969130  15787.242121  907581.4
 14349373.000    2356108.018663   17191832.374377   13916499.499258 -21027.295081  -6847.051383  11999.902036  907581.4
 14349613.000   -2714931.989890   14940235.048840   16251094.008652 -20972.081365 -11800.538439   7335.901505  907581.4
 14349853.000   -7587638.627133   11596937.523526   17394855.811293 -19384.914174 -15889.132146   2137.196347  907581.4
 14350093.000  -11906178.346893    7406587.152593   17264489.406678 -16382.263552 -18816.332934  -3216.870859  907581.4
 14350333.000  -15355117.316813    2675289.293805   15869591.681130 -12182.415355 -20369.473093  -8336.087259  907581.4
 14350573.000  -17682166.784801   -2251444.913784   13311953.848895  -7090.156192 -20434.763318 -12846.886984  907581.4
 14350813.000  -18716548.258061   -7013553.132478    9778408.613131  -1476.189507 -19005.689620 -16418.420520  907581.4
 14351053.000  -18381832.121091  -11262591.111355    5527567.878226   4248.773984 -16185.276086 -18787.211001  907581.4
 14351293.000  -16701966.257517  -14687441.253759     871090.472735   9664.105345 -12179.808474 -19777.672820  907581.4
 14351533.000  -13799876.195815  -17037513.417886   -3849312.389259  14371.043032  -7284.240374 -19316.766392  907581.4
 14351773.000   -9888402.927578  -18141439.314700   -8287398.144672  18023.925834  -1859.511980 -17439.911635  907581.4
 14352013.000   -5254275.369307  -17919653.606671  -12118187.815149  20356.590868   3695.328461 -14287.646721  907581.4
 14352253.000    -236543.593025  -16389812.771102  -15061928.926752  21201.630180   8974.325464 -10093.618332  907581.4
 14352493.000    4798523.505808  -13664816.338417  -16904262.167160  20500.601017  13594.484220  -5165.527094  907581.4
 14352733.000    9483989.029039   -9944061.308963  -17511300.019701  18306.207822  17222.051513    137.727675  907581.4
 14352973.000   13478517.966491   -5498830.643529  -16838915.419813  14777.673334  19595.118543   5431.464902  907581.4
 14353213.000   16490666.456764    -652852.290190  -14935759.203815  10169.202947  20540.988047  10331.562582  907581.4
 14353453.000   18299806.068238    4240681.216839  -11939995.021870   4813.510061  19988.470427  14480.548175  907581.4
 14353693.000   18772411.593921    8824409.706965   -8069800.865126   -900.433572  17974.515445  17573.246136  907581.4
 14353933.000   17872390.638886   12762822.589829   -3607972.720785  -6554.544980  14643.552197  19379.931841  907581.4
 14354173.000   15664382.202928   15767167.853696    1118571.625191 -11732.891746  10238.456653  19765.224178  907581.4
 14354413.000   12309408.571568   17617082.356385    5762938.336546 -16053.310770   5082.783333  18699.246829  907581.4
 14354653.000    8053144.513769   18177190.425329    9984149.717094 -19197.328490   -443.418589  16260.941055  907581.4
 14354893.000    3207475.290039   17407132.887001   13472649.938412 -20935.053251  -5933.647842  12631.309290  907581.4
 14355133.000   -1872841.629459   15364155.382441   15973141.215067 -21141.074067 -10986.068076   8078.447304  907581.4
 14355373.000   -6816365.758220   12198441.248018   17303082.231727 -19802.417411 -15232.744044   2936.675684  907581.4
 14355613.000  -11262060.583059    8141757.970686   17365631.525311 -17017.966086 -18365.650214  -2418.544920  907581.4
 14355853.000  -14885280.190064    3490472.345851   16156338.478048 -12990.177294 -20157.478942  -7597.185816  907581.4
 14356093.000  -17421077.735111   -1415767.862202   13763444.707740  -8011.375533 -20477.086447 -12221.366687  907581.4
 14356333.000  -18683512.654191   -6218476.078173   10361712.880538  -2443.738427 -19299.700570 -15952.299166  907581.4
 14356573.000  -18579476.975567  -10566342.448538    6200030.392766   3305.826871 -16709.813877 -18514.988728  907581.4
 14356813.000  -17115981.204483  -14141065.249733    1583427.754081   8815.120923 -12896.492862 -19719.694505  907581.4
 14357053.000  -14400021.447041  -16681038.425759   -3149365.090015  13678.513685  -8140.283743 -19477.325462  907581.4
 14357293.000  -10630755.729079  -18000919.023935   -7651165.999454  17538.689933  -2791.976536 -17806.992971  907581.4
 14357533.000   -6084496.542863  -18005263.181989  -11592244.670270  20114.022774   2754.969563 -14833.910163  907581.4
 14357773.000   -1093951.671998  -16695149.742626  -14684662.054532  21218.895060   8094.801660 -10778.676231  907581.4
 14358013.000    3976444.364510  -14167495.225744  -16703143.905888  20775.917020  12839.471427  -5939.441142  907581.4
 14358253.000    8757128.809619  -10607418.743754  -17501004.690051  18819.555215  16646.219156   -668.838568  907581.4
 14358493.000   12899865.535392   -6274562.651944  -17020251.078810  15491.911130  19240.212368   4650.826860  907581.4
