PROP_MAN 11.0
2017         0.000  14043206.982   1296000.000  M50 FT FPS SEC
 14055686.982  -14172773.916182    2079400.080532   17016066.658048  -9016.143978 -23009.947844  -4690.575290  907581.4
 14055926.982  -15792640.620959   -3451516.756138   15280883.288091  -4399.556202 -22798.347698  -9680.806976  907581.4
 14056166.982  -16258529.882606   -8730146.742211   12425930.688279    541.581560 -20920.085708 -13964.573298  907581.4
 14056406.982  -15535562.296169  -13370323.446843    8659801.370446   5446.700623 -17510.229971 -17226.895590  907581.4
 14056646.982  -13675871.836660  -17032145.019609    4258290.856833   9955.771857 -12817.215278 -19226.479442  907581.4
 14056886.982  -10815170.767807  -19447305.323983    -455754.574145  13736.897185  -7185.533896 -19815.154765  907581.4
 14057126.982   -7162872.025663  -20439186.659003   -5136352.798920  16511.680583  -1029.986144 -18949.623855  907581.4
 14057366.982   -2986568.332882  -19936068.731940   -9440205.126839  18076.976120   5195.849988 -16695.442837  907581.4
 14057606.982    1408063.341849  -17976170.093079  -13052307.931037  18320.380138  11035.353269 -13221.034914  907581.4
 14057846.982    5700016.233935  -14704191.965324  -15709063.903267  17227.064559  16063.279823  -8783.413288  907581.4
 14058086.982    9576441.030982  -10360042.789362  -17217173.510817  14879.093902  19916.024031  -3707.623984  907581.4
 14058326.982   12755130.838350   -5260990.973074  -17467163.962053  11448.063382  22316.132540   1637.035075  907581.4
 14058566.982   15004567.934823     221332.760962  -16440920.894665   7182.238854  23090.507164   6862.926827  907581.4
 14058806.982   16160356.829114    5687470.810835  -14212910.971492   2389.631781  22181.670744  11590.562039  907581.4
 14059046.982   16137190.401035   10738609.891747  -10945094.411145  -2582.465190  19652.738226  15474.637080  907581.4
 14059286.982   14935445.389710   15005375.658632   -6875675.031108  -7371.529213  15684.781971  18229.058281  907581.4
 14059526.982   12641728.208425   18174987.186267   -2302179.985738 -11625.958116  10565.793023  19648.872397  907581.4
 14059766.982    9423034.029025   20014720.449720    2440190.985514 -15031.885906   4670.826970  19627.390875  907581.4
 14060006.982    5514637.378406   20389539.176702    7003429.260102 -17337.889688  -1566.332103  18165.303709  907581.4
 14060246.982    1202655.491725   19272277.889051   11052695.754929 -18374.486033  -7686.400587  15371.029177  907581.4
 14060486.982   -3197326.836676   16745467.733158   14291303.912580 -18067.052687 -13240.461522  11451.733516  907581.4
 14060726.982   -7363695.023292   12994729.201546   16482447.877467 -16439.893730 -17823.552078   6695.934007  907581.4
 14060966.982  -10992240.964685    8294715.869537   17466186.147568 -13612.707193 -21102.920207   1451.714753  907581.4
 14061206.982  -13818085.206103    2988949.346482   17170783.217145  -9791.550487 -22840.762776  -3898.367942  907581.4
 14061446.982  -15634726.518451   -2535086.269339   15617733.447240  -5253.895645 -22910.568763  -8964.552690  907581.4
 14061686.982  -16308919.319622   -7873822.217853   12920242.136451   -329.298002 -21305.699885 -13376.727084  907581.4
 14061926.982  -15790571.410936  -12636736.436871    9275342.877072   4622.891089 -18141.139100 -16810.774697  907581.4
 14062166.982  -14116841.155380  -16474942.539834    4949869.545923   9239.497790 -13647.074048 -19012.877754  907581.4
 14062406.982  -11409784.304334  -19107144.468750     261066.987520  13180.641848  -8153.196609 -19819.679317  907581.4
 14062646.982   -7867583.089170  -20340761.175628   -4446914.483311  16156.094320  -2064.341405 -19171.858213  907581.4
 14062886.982   -3749784.747267  -20086296.465354   -8828712.477491  17947.953307   4170.856876 -17118.646651  907581.4
 14063126.982     642135.173346  -18363735.586099  -12563473.969825  18426.849235  10094.609477 -13813.619867  907581.4
 14063366.982    4987239.444616  -15300514.101752  -15378507.264543  17560.741967  15274.914441  -9501.701642  907581.4
 14063606.982    8968712.042400  -11121469.313541  -17068921.165753  15415.460662  19336.834894  -4499.268009  907581.4
 14063846.982   12296686.781269   -6131977.069925  -17511993.421860  12148.175253  21987.861602    829.446912  907581.4
 14064086.982   14728840.669974    -695756.518505  -16675613.990875   7995.559133  23036.951042   6097.961801  907581.4
 14064326.982   16087598.446164    4791121.294402  -14620459.869667   3257.431738  22407.097188  10923.887563  907581.4
 14064566.982   16272949.082818    9928457.722841  -11495874.947894  -1723.251845  20141.332193  14955.088113  907581.4
 14064806.982   15270073.096540   14340738.199135   -7529525.581346  -6583.698408  16401.458722  17895.062491  907581.4
 14065046.982   13150994.304012   17704659.993636   -3011265.136905 -10967.499755  11458.415061  19525.505345  907581.4
 14065286.982   10069819.311499   19773281.745956    1727873.578232 -14551.447254   5673.839708  19724.005311  907581.4
 14065526.982    6251670.628855   20394749.951154    6340157.514458 -17070.936652   -526.623889  18474.901470  907581.4
 14065766.982    1975993.138692   19523752.805300   10487149.274459 -18340.756907  -6686.599465  15870.709641  907581.4
 14066006.982   -2444271.357145   17224702.240966   13864898.341976 -18268.679222 -12353.881917  12104.370546  907581.4
 14066246.982   -6685926.480672   13666597.424732   16226325.653236 -16861.788032 -17114.613481   7453.630762  907581.4
 14066486.982  -10439233.157136    9110107.428327   17399048.158738 -14224.146830 -20623.174162   2259.245629  907581.4
 14066726.982  -13430230.598932    3888279.719124   17297536.812639 -10547.949769 -22625.293444  -3100.063205  907581.4
 14066966.982  -15440369.565060   -1617523.074301   15929109.425007  -6100.142484 -22975.051128  -8233.752045  907581.4
 14067206.982  -16322324.619728   -7005089.117269   13393486.722122  -1203.790487 -21645.685286 -12766.944162  907581.4
 14067446.982  -16010835.383062  -11880397.361631    9875813.567977   3784.196721 -18732.055425 -16366.923640  907581.4
 14067686.982  -14527870.460912  -15886378.570896    5633527.651832   8498.299947 -14445.663050 -18767.810566  907581.4
 14067926.982  -11981443.077056  -18729407.882071     977719.551034  12591.525537  -9100.605870 -19791.463570  907581.4
 14068166.982   -8557928.504344  -20201352.777116   -3749856.973713  15762.232570  -3090.726015 -19362.308750  907581.4
 14068406.982   -4508201.980759  -20195163.562910   -8202321.153070  17777.970442   3141.034937 -17513.370483  907581.4
 14068646.982    -128844.495296  -18712592.391099  -12053519.855594  18492.685317   9136.771233 -14383.147754  907581.4
 14068886.982    4259987.006999  -15863560.403412  -15022111.236516  17856.963056  14458.683699 -10203.924272  907581.4
 14069126.982    8338145.503298  -11857398.394285  -16891917.191422  15919.975713  18721.063667  -5282.853013  907581.4
 14069366.982   11808653.690807   -6987047.574495  -17527163.423391  12824.219059  21616.788590     21.316646  907581.4
 14069606.982   14418853.252656   -1607647.862257  -16881818.342853   8794.225208  22937.417380   5323.818562  907581.4
 14069846.982   15978296.493031    3888878.502957  -15002708.332926   4120.985323  22586.622909  10239.993609  907581.4
 14070086.982   16372439.969964    9101725.985904  -12026323.666436   -857.499881  20587.280988  14411.607001  907581.4
 14070326.982   15571262.924789   13649973.192763   -8169433.415352  -5778.959298  17081.683293  17532.044195  907581.4
 14070566.982   13632020.180622   17200472.742807   -3713798.409713 -10282.869836  12323.481215  19369.933311  907581.4
 14070806.982   10695577.317313   19492659.970271    1014239.047538 -14037.457259   6660.298095  19787.667712  907581.4
 14071046.982    6976379.060453   20358233.826065    5667802.992792 -16765.400658    508.565669  18753.085775  907581.4
 14071286.982    2746626.459459   19733930.850316    9905389.084656 -18265.916631  -5678.636151  16342.801757  907581.4
 14071526.982   -1684077.037506   17666089.804510   13416354.703068 -18429.950984 -11446.946176  12735.536597  907581.4
 14071766.982   -5991730.136581   14306793.561488   15943790.289489 -17247.047537 -16374.898671   8197.329594  907581.4
 14072006.982   -9861692.786211    9902276.700211   17303124.773529 -14805.091299 -20104.110383   3061.161029  907581.4
 14072246.982  -13011517.977495    4774597.477916   17395254.767781 -11282.515590 -22364.643381  -2298.155401  907581.4
 14072486.982  -15211132.605063    -701797.111087   16213401.237661  -6934.874344 -22992.172714  -7490.444248  907581.4
 14072726.982  -16299403.113024   -6126902.105653   13843624.426255  -2077.846990 -21939.515740 -12136.707076  907581.4
 14072966.982  -16196024.255184  -11104018.199001   10458898.133900   2934.675720 -19281.456480 -15896.133067  907581.4
 14073206.982  -14907719.013993  -15268692.519845    6306846.376488   7735.679780 -15210.568794 -18491.346532  907581.4
 14073446.982  -12528184.195889  -18315670.351344    1691856.439975  11971.984950 -10024.748582 -19729.882247  907581.4
 14073686.982   -9231501.087845  -20021789.526611   -3047331.313062  15331.343297  -4105.949921 -19520.011995  907581.4
 14073926.982   -5259251.366378  -20262738.089358   -7562919.852652  17567.133971   2109.476873 -17878.386760  907581.4
 14074166.982    -902411.255395  -19022117.350689  -11524018.698070  18516.967482   8164.445843 -14928.253146  907581.4
 14074406.982    3520410.951548  -16392165.325471  -14641122.860615  18114.107448  13616.455879 -10888.767338  907581.4
 14074646.982    7686471.309513  -12566308.326030  -16687115.677545  16390.805706  18069.857974  -6057.227650  907581.4
 14074886.982   11292307.237456   -7824474.576075  -17513355.948411  13474.223986  21203.473579   -786.242827  907581.4
 14075126.982   14075404.317057   -2512562.815232  -17059962.210739   9576.300537  22791.768457   4541.497653  907581.4
 14075366.982   15832813.437896    2982410.185336  -15359862.112851   4978.610464  22719.473949   9539.674062  907581.4
 14075606.982   16435669.334803    8259851.028908  -12536515.177961     13.522458  20989.528335  13844.489406  907581.4
 14075846.982   15838761.136779   12934273.363380   -8795437.768747  -4958.234552  17724.493926  17140.081949  907581.4
 14076086.982   14084358.529159   16663379.629082   -4409795.086422  -9572.762384  13159.913492  19182.245175  907581.4
 14076326.982   11299742.468522   19173544.355520     299266.864543 -13490.175552   7629.167782  19818.261476  907581.4
 14076566.982    7688168.080995   20280478.584146    4986324.270414 -16421.372323   1538.578576  18999.865449  907581.4
 14076806.982    3513904.895128   19903134.470685    9307394.828507 -18150.336324  -4663.360304  16787.363280  907581.4
 14077046.982    -917457.034045   18069709.222806   12945619.737925 -18550.913402 -10520.704653  13344.906083  907581.4
 14077286.982   -5281786.342363   14915188.949523   15634714.598405 -17595.479502 -15605.119106   8926.842240  907581.4
 14077526.982   -9260264.041827   10670895.502556   17178261.677579 -15355.362514 -19546.802841   3857.309901  907581.4
 14077766.982  -12562485.583110    5647286.014821   17463681.442876 -11994.508328 -22059.952331  -1493.355854  907581.4
 14078006.982  -14947334.850947     211279.946670   16470161.041018  -7757.104215 -22962.432505  -6735.392835  907581.4
 14078246.982  -16240240.496379   -5240160.698860   14270051.018785  -2950.454223 -22187.462691 -11486.600400  907581.4
 14078486.982  -16345958.738007  -10308526.086294   11023866.212564   2075.507205 -19789.294922 -15398.873105  907581.4
 14078726.982  -15255906.225016  -14622752.333914    6969004.632887   6952.939968 -15941.356635 -18183.746576  907581.4
 14078966.982  -13049205.894160  -17866654.751152    2402637.751023  11323.360698 -10924.858670 -19634.822042  907581.4
 14079206.982   -9887193.350291  -19802572.915246   -2340102.113394  14864.624332  -5108.968208 -19644.441949  907581.4
 14079446.982   -6001562.685316  -20289252.674169   -6911108.863450  17316.445918   1077.385038 -18212.864829  907581.4
 14079686.982   -1676989.516658  -19292224.634851  -10975328.601125  18500.319443   7179.067740 -15447.739025  907581.4
 14079926.982    2770164.285799  -16885909.346237  -14235584.825392  18332.206672  12749.565229 -11554.858853  907581.4
 14080166.982    7015272.421739  -13247477.688773  -16454229.752495  16827.349818  17384.341621  -6821.070798  907581.4
 14080406.982   10749036.145165   -8643298.375966  -17469999.284241  14097.218728  20748.819697  -1592.165601  907581.4
 14080646.982   13699608.080415   -3409338.806803  -17209224.150540  10340.432203  22600.750708   3752.032695  907581.4
 14080886.982   15651890.284059    2073012.649018  -15690862.199412   5828.564700  22806.005412   8823.874870  907581.4
 14081126.982   16462913.976080    7404148.989140  -13025182.941402    887.731147  21347.841975  13254.473154  907581.4
 14081366.982   16072347.689626   12194820.737187   -9406149.792503  -4123.490347  18329.067637  16719.403453  907581.4
 14081606.982   14507363.088535   16094351.880795   -5097869.744525  -8838.789950  13966.829575  18962.300796  907581.4
 14081846.982   11881291.103135   18816651.497851    -415701.355624 -12911.105245   8579.128959  19815.473473  907581.4
 14082086.982    8385713.516771   20161835.306257    4296929.252979 -16039.770154   2561.782362  19214.441598  907581.4
 14082326.982    4276375.725610   20031352.273700    8694145.838502 -17994.217236  -3642.060598  17203.392755  907581.4
 14082566.982    -145879.385128   18435281.068420   12453445.520544 -18631.554980  -9576.201135  13931.561750  907581.4
 14082806.982   -4557520.152194   15491244.276911   15299593.869739 -17906.613562 -14806.294542   9640.909983  907581.4
 14083046.982   -8636188.720573   11415256.630691   17024664.224300 -15874.036530 -18951.627372   4646.696720  907581.4
 14083286.982  -12084154.636774    6505557.261546   17502847.387170 -12682.952606 -21711.642544   -686.234112  907581.4
 14083526.982  -14649711.039837    1120813.499767   16699268.146696  -8565.422070 -22886.178243  -5969.327130  907581.4
 14083766.982  -16145212.736516   -4345762.990201   14672452.376139  -3820.135495 -22389.171180 -10817.408463  907581.4
 14084006.982  -16460700.488109   -9494684.463005   11570250.816642   1207.850760 -20254.888516 -14875.647884  907581.4
 14084246.982  -15572236.902701  -13949139.521131    7619443.785764   6151.060759 -16637.180265 -17845.255548  907581.4
 14084486.982  -13544117.989685  -17382727.649867    3109473.464724  10646.278376 -11800.009488 -19506.307943  907581.4
 14084726.982  -10524510.611887  -19543855.744962   -1628747.646082  14362.331998  -6098.946606 -19735.509125  907581.4
 14084966.982   -6734618.902649  -20274664.548477   -6247431.849846  17025.797073     45.528682 -18516.602482  907581.4
 14085206.982   -2452134.059639  -19522722.559636  -10407953.198756  18442.326363   6181.098444 -15941.512740  907581.4
 14085446.982    2009579.371796  -17344501.093801  -13805986.895593  18510.712559  11858.363677 -12202.113512  907581.4
 14085686.982    6324735.246308  -13900570.018821  -16193729.281161  17228.962360  16664.556564  -7574.327126  907581.4
 14085926.982   10178869.272566   -9443208.541233  -17397561.146102  14692.551800  20252.545630  -2396.519074  907581.4
 14086166.982   13291365.086356   -4297762.851451  -17330128.413398  11086.255441  22363.912838   2955.025441  907581.4
 14086406.982   15435381.720777    1160808.597219  -15996337.199657   6670.805743  22845.911982   8092.190182  907581.4
 14086646.982   16454048.331458    6534670.874484  -13493021.881642   1765.305961  21661.888614  12641.411437  907581.4
 14086886.982   16271960.129175   11431577.547493  -10002287.429366  -3274.404226  18895.007956  16269.964203  907581.4
 14087126.982   14901060.954328   15493250.785889   -5778749.828764  -8080.517857  14743.815367  18710.016574  907581.4
 14087366.982   12440375.156027   18421793.880418   -1131409.730554 -12299.734823   9510.202365  19779.367806  907581.4
 14087606.982    9069250.788802   20002134.096939    3598930.007493 -15620.422710   3578.217704  19397.184706  907581.4
 14087846.982    5034286.021586   20118380.003358    8065060.951985 -17797.567234  -2615.126203  17591.338140  907581.4
 14088086.982     630920.616101   18762471.230254   11939347.731096 -18671.710395  -8614.066920  14495.891404  907581.4
 14088326.982   -3818627.339096   16034468.488708   14938044.816175 -18180.368833 -13979.139692  10339.965567  907581.4
 14088566.982   -7989167.711954   12134660.120735   16841999.565106 -16361.141399 -18319.559752   5429.185281  907581.4
 14088806.982  -11576206.108315    7348507.703960   17512322.701131 -13347.689488 -21320.408196    122.691840  907581.4
 14089046.982  -14317891.449134    2025728.404006   16900171.564256  -9359.488137 -22764.202054  -5192.795238  907581.4
 14089286.982  -16013796.040381   -3444978.300289   15050113.878441  -4685.931819 -22545.388557 -10129.981088  907581.4
 14089526.982  -16539415.192519   -8663869.810575   12097077.399077    333.273149 -20678.232010 -14327.712633  907581.4
 14089766.982  -15855498.572824  -13249102.156277    8256874.744231   5331.558835 -17297.020866 -17477.213496  907581.4
 14090006.982  -14011360.009989  -16864775.233304    3810766.437099   9942.088618 -12648.201570 -19345.487234  907581.4
 14090246.982  -11141622.432460  -19245953.879385    -915082.674712  13825.344616  -7073.172251 -19793.868844  907581.4
 14090486.982   -7456448.021057  -20218586.245205   -5573791.864924  16695.501940   -982.994386 -18789.671710  907581.4
 14090726.982   -3225863.319402  -19712457.094439   -9823720.298883  18342.730065   5173.769109 -16408.848781  907581.4
 14090966.982    1240499.315027  -17766036.279488  -13353893.913343  18648.744367  10945.840375 -12829.116931  907581.4
 14091206.982    5616417.986853  -14523005.574650  -15906763.703012  17594.132670  15913.069089  -8314.945745  907581.4
 14091446.982    9582928.445220  -10221107.070320  -17296642.634576  15258.143414  19716.368854  -3196.841647  907581.4
 14091686.982   12851244.601828   -5174445.175873  -17422655.658632  11811.273048  22081.916303   2153.133701  907581.4
 14091926.982   15183242.250268     249208.038802  -16275653.167853   7502.773128  22838.758052   7347.024563  907581.4
 14092166.982   16408428.088095    5654631.098684  -13938861.662932   2643.817041  21930.504798  12007.422746  907581.4
 14092406.982   16436372.435473   10647369.600722  -10582189.583928  -2413.348415  19420.181729  15793.646811  907581.4
 14092646.982   15263699.241038   14862268.643527   -6450396.600164  -7299.874894  15487.778458  18426.602592  907581.4
 14092886.982   12974873.649635   17990334.573824   -1845621.845102 -11657.129322  10418.660077  19710.352878  907581.4
 14093126.982    9736513.109667   19801834.906562    2894578.640312 -15163.538959   4584.139949  19547.851261  907581.4
 14093366.982    5785393.880537   20163807.937009    7422256.211038 -17560.021696  -1585.973325  17950.343161  907581.4
 14093606.982    1410824.542262   19050086.875966   11405172.926702 -18670.681036  -7637.442698  15036.461513  907581.4
 14093846.982   -3066981.947730   16542956.225881   14551500.095506 -18415.357576 -13126.398509  11022.034325  907581.4
 14094086.982   -7320652.538844   12826634.166951   16631205.089847 -16814.631970 -17652.537139   6202.715016  907581.4
 14094326.982  -11039579.733297    8173291.469072   17492540.050415 -13986.531269 -20887.420838    931.168030  907581.4
 14094566.982  -13952276.479732    2923027.722550   17072723.566552 -10137.031624 -22596.553517  -4408.236477  907581.4
 14094806.982  -15845866.285525   -2540711.111079   15402350.978282  -5545.718322 -22655.381909  -9426.353604  907581.4
 14095046.982  -16581472.116036   -7818741.605132   12603235.440063   -546.122259 -21058.086334 -13756.562042  907581.4
 14095286.982  -16104524.115500  -12524960.771332    8879888.407597   4496.826074 -17919.224043 -17080.611063  907581.4
 14095526.982  -14449167.733383  -16314652.132563    4504937.664842   9213.362254 -13467.201568 -19152.788459  907581.4
 14095766.982  -11736137.648834  -18910100.167984    -200710.423479  13256.229851  -8028.703436 -19819.254782  907581.4
 14096006.982   -8164091.297657  -20121468.567945   -4891642.763649  16327.643364  -2004.621924 -19031.112843  907581.4
 14096246.982   -3994818.352210  -19860962.888740   -9223782.300761  18202.715482   4161.110185 -16848.192628  907581.4
 14096486.982     466431.330957  -18149072.944731  -12880011.710901  18746.332778  10015.992598 -13433.729087  907581.4
 14096726.982    4893711.369698  -15112429.040452  -15593478.760431  17921.895549  15133.500243  -9040.408372  907581.4
 14096966.982    8964246.397669  -10973812.463912  -17166728.209887  15791.912379  19143.485488  -3990.132784  907581.4
 14097206.982   12381634.126797   -6035542.764581  -17485538.596290  12512.228371  21757.014892   1349.544820  907581.4
 14097446.982   14896956.338500    -657546.707783  -16526786.125990   8320.244031  22785.553649   6591.442479  907581.4
 14097686.982   16326453.752287    4768333.976595  -14360003.967800   3518.567063  22153.224337  11354.954558  907581.4
 14097926.982   16564860.242494    9846260.290319  -11142666.714555  -1545.006278  19903.085498  15292.181518  907581.4
 14098166.982   15593433.405090   14204955.663722   -7109273.574492  -6501.464000  16195.863219  18113.140011  907581.4
 14098406.982   13481908.781438   17524986.159865   -2554701.257874 -10987.147743  11300.536414  19608.111551  907581.4
 14098646.982   10383863.493232   19562654.161503    2187276.136608 -14671.514029   5575.344270  19664.864620  907581.4
 14098886.982    6525682.954687   20168377.120668    6768657.777971 -17282.337823   -558.498678  18278.079452  907581.4
 14099126.982    2189835.144850   19298038.055400   10853233.247060 -18627.666288  -6649.219738  15550.617986  907581.4
 14099366.982   -2306288.986448   17016059.046380   14141644.912032 -18610.018989 -12249.881197  11684.566220  907581.4
 14099606.982   -6633904.718244   13490197.146604   16393372.292211 -17232.338171 -16951.546531   6964.903573  907581.4
 14099846.982  -10476926.918428    8978799.723783   17444086.407226 -14596.636086 -20412.716172   1737.521048  907581.4
 14100086.982  -13554838.412612    3811675.684963   17217237.648582 -10895.328434 -22382.706663  -3616.378432  907581.4
 14100326.982  -15642768.689233   -1633817.848994   15729351.563105  -6397.051392 -22718.134648  -8706.792085  907581.4
 14100566.982  -16587720.417927   -6959879.894499   13088922.150111  -1428.668739 -21393.241695 -13161.898931  907581.4
 14100806.982  -16319866.116755  -11777016.201982    9488810.179297   3647.666269 -18502.758569 -16654.692593  907581.4
 14101046.982  -14858010.032470  -15732481.652015    5192532.070803   8459.983856 -14256.646809 -18927.211061  907581.4
 14101286.982  -12308647.791963  -18536438.451289     515135.198078  12654.140876  -8966.089043 -19810.882694  907581.4
 14101526.982   -8858381.516733  -19983704.693354   -4200074.892158  15921.158289  -3020.910188 -19240.513966  907581.4
 14101766.982   -4760052.289249  -19969122.808271   -8607195.929783  18021.613936   3140.696309 -17259.720942  907581.4
 14102006.982    -313754.242989  -18495105.348531  -12383518.124882  18803.520258   9066.307624 -14016.738397  907581.4
 14102246.982    4155535.766980  -15670897.333845  -15253287.603565  18212.550271  14323.620798  -9751.922233  907581.4
 14102486.982    8321859.476575  -11703899.718495  -17007614.204112  16294.624289  18531.894024  -4778.396420  907581.4
 14102726.982   11881833.559660   -6884024.651628  -17519115.391146  13190.499828  21387.973028    541.851190  907581.4
 14102966.982   14576204.730182   -1562626.796199  -16750667.387535   9125.007519  22685.857861   5822.919680  907581.4
 14103206.982   16208275.319174    3872617.877074  -14757985.951089   4391.638927  22330.579425  10681.545385  907581.4
 14103446.982   16658088.016860    9025321.699974  -11685820.108042   -667.148721  20345.156579  14763.310336  907581.4
 14103686.982   15891474.796592   13518885.878666   -7757970.096821  -5683.065871  16870.855343  17768.000633  907581.4
 14103926.982   13963136.044849   17024083.484768   -3261453.057497 -10288.413386  12159.085958  19472.481889  907581.4
 14104166.982   11013193.081138   19283640.195672    1474292.495509 -14143.663901   6554.504584  19748.940756  907581.4
 14104406.982    7257149.876862   20131706.045427    6101791.345800 -16964.342115    469.371151  18575.946202  907581.4
 14104646.982    2969924.933075   19506328.127568   10281451.648470 -18542.934466  -5648.340620  16040.178226  907581.4
 14104886.982   -1534625.656444   17453941.289263   13706853.258481 -18764.519238 -11349.162026  12329.528378  907581.4
